File,Club,Pitch,Code,Latitude,Longitude,Province,Country,Division,County,Directions,Twitter,Elevation,annual_rainfall,rain_days,crest_url
Ireland,Ballinascarthy,Henry Ford Park,,51.666678,-8.831621,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.666678,-8.831621",https://twitter.com/bealnascairte,45,1449.2,256,
Ireland,Ballinasloe GAA,,,53.325106,-8.233546,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.325106,-8.233546",https://twitter.com/BallinasloeGAA,50,967,262,https://www.oneills.com/media/catalog/category/Ballinasloe-GAA-Banner-Icon.png
Ireland,Ballincollig,,,51.892668,-8.588427,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.892668,-8.588427",https://twitter.com/ballincolliggaa,13,1271,243,https://www.oneills.com/media/catalog/category/Ballincollig-GAA-Banner-Icon.png
Ireland,Ballinderreen GAA,,,53.18329,-8.90716,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.18329,-8.90716",https://twitter.com/ballinderreen,17,1158,275,https://www.oneills.com/media/catalog/category/BALLINDERREEN-ICON.png
Ireland,Ballinderry Shamrocks,Shamrock Park,,54.659645,-6.558921,Ulster,United Kingdom,Derry,Derry,"https://maps.google.com/?daddr=54.659645,-6.558921",https://twitter.com/BallinderryGAC,26,906.9848901,288,https://www.oneills.com/media/catalog/category/Shamrocks-GAA-Ballyhale-Crest.png
Ireland,Ballingarry,O'Sullivan Park,,52.586178,-7.544356,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.586178,-7.544356",https://twitter.com/ballingarry_gaa,191,967.6,252,https://www.oneills.com/media/catalog/category/BallingarryGAa-Banner.png
Ireland,Ballinhassig,Pitch 1,,51.811207,-8.52916,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.811207,-8.52916",https://twitter.com/ballinhassiggaa,32,1277.3,237,
Ireland,Ballinhassig,Pitch 2,,51.8067,-8.53628,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.8067,-8.53628",https://twitter.com/ballinhassiggaa,55,1319.7,244,
Ireland,Ballinkillen,,,52.648785,-6.927971,Leinster,Ireland,Carlow,Carlow,"https://maps.google.com/?daddr=52.648785,-6.927971",https://twitter.com/ballinkillenhc,105,1025.9,250,https://www.oneills.com/media/catalog/category/Ballinkillen-HC-ICON.png
Ireland,Ballinlough GAA,,,53.733882,-7.053707,Leinster,Ireland,Meath,Meath,"https://maps.google.com/?daddr=53.733882,-7.053707",https://twitter.com/ballinloughgaa,121,951.1,266,https://www.oneills.com/media/catalog/category/ballinlough-gfc.png
Ireland,Ballinora GAA,,,51.853758,-8.566739,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.853758,-8.566739",https://twitter.com/ballinoragaa,80,1277.3,237,
Ireland,Ballinora GAA,Waterfall,,51.8641764,-8.5550643,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.8641764,-8.5550643",https://twitter.com/ballinoragaa,94,1269.778846,264,
Ireland,Ballinrobe GAA,Flanagan Park,,53.615297,-9.211607,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.615297,-9.211607",https://twitter.com/ballinrobegaa,28,1175.1,261,https://www.oneills.com/media/catalog/category/Ballinrobe-GAA-icon.png
Ireland,Ballintubber GAA,Ray Prendergast Memorial Park,,53.757565,-9.307675,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.757565,-9.307675",https://twitter.com/ballintubberclg,33,1327.7,281,
Ireland,Ballinure,,,51.893837,-8.395312,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.893837,-8.395312",,4,1322.5,239,
Ireland,Ballisodare GAA,,,54.2134,-8.5214,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.2134,-8.5214",,30,1281.5,291,
Ireland,Ballivor GAA,,,53.53142,-6.966286,Leinster,Ireland,Meath,Meath,"https://maps.google.com/?daddr=53.53142,-6.966286",https://twitter.com/ballivorf,66,860.3,253,https://www.oneills.com/media/catalog/category/ballivorgfc-69_1.png
Ireland,Ballon,,,52.735408,-6.792665,Leinster,Ireland,Carlow,Carlow,"https://maps.google.com/?daddr=52.735408,-6.792665",https://twitter.com/ballongfc,85,859,246,https://www.oneills.com/media/catalog/category/ballon-gfc.png
Ireland,Ballybacon / Grange,Goatenbridge,,52.273282,-7.871174,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.273282,-7.871174",https://twitter.com/ballybacong,34,1234,267,https://www.oneills.com/media/catalog/category/GRANGE_BANNER-CREST.png
Ireland,Ballybay Pearse Brothers,Pearse Park,,54.126254,-6.87646,Ulster,Ireland,Monaghan,Monaghan,"https://maps.google.com/?daddr=54.126254,-6.87646",https://twitter.com/PearseBrothers,79,949.1,258,https://www.oneills.com/media/catalog/category/ballybay.png
Ireland,Ballyboughal GAA,,,53.525267,-6.269422,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.525267,-6.269422",https://twitter.com/ballyboughalgfc,43,805.5,243,https://www.oneills.com/media/catalog/category/Ballyboughal-GFC.png
Ireland,Ballybricken/Bohermore,,,52.550429,-8.497288,Munster,Ireland,Limerick,Limerick,"https://maps.google.com/?daddr=52.550429,-8.497288",,81,1001.8,259,
Ireland,Ballybrown,,,52.63149,-8.728777,Munster,Ireland,Limerick,Limerick,"https://maps.google.com/?daddr=52.63149,-8.728777",https://twitter.com/ballybrowngaa,8,1055.4,257,https://www.oneills.com/media/catalog/category/ballybrown-gaa-club.png
Ireland,Ballybrown,,,52.636133,-8.732731,Munster,Ireland,Limerick,Limerick,"https://maps.google.com/?daddr=52.636133,-8.732731",https://twitter.com/ballybrowngaa,7,1055.4,257,https://www.oneills.com/media/catalog/category/ballybrown-gaa-club.png
Ireland,Ballycastle GAA,Tom Langan Park,,54.288243,-9.35875,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=54.288243,-9.35875",https://twitter.com/ballycgaa,20,1334.9,299,https://www.oneills.com/media/catalog/category/McQuillan-GAC-Ballycastle-banner-Icon.png
Ireland,Ballyclough,Dr Croke Park,,52.177393,-8.728641,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=52.177393,-8.728641",https://twitter.com/gaaballyclough,93,1025.1,252,https://www.oneills.com/media/catalog/category/Ballyclough-GAA.png
Ireland,Ballycommon,,,53.283634,-7.365185,Leinster,Ireland,Offaly,Offaly,"https://maps.google.com/?daddr=53.283634,-7.365185",https://twitter.com/ballycommongaa,80,884.2,249,
Ireland,Ballycomoyle,,,53.723582,-7.297393,Leinster,Ireland,Westmeath,Westmeath,"https://maps.google.com/?daddr=53.723582,-7.297393",https://twitter.com/ballycomoyle,103,942.9,267,https://www.oneills.com/media/catalog/category/Ballycomoyle-GAA-THUMBNAIL.png
Ireland,Ballycroy GAA,Ballycroy,,54.028213,-9.826252,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=54.028213,-9.826252",https://twitter.com/ballycroyg,22,1896.3,305,https://www.oneills.com/media/catalog/category/BallycroyGAA-banner.png
Ireland,Ballycumber,,,53.333525,-7.70648,Leinster,Ireland,Offaly,Offaly,"https://maps.google.com/?daddr=53.333525,-7.70648",https://twitter.com/ballycumber_gaa,60,936.4,269,https://www.oneills.com/media/catalog/category/Ballycumber_GAA_Banner.png
Ireland,Ballydesmond,,,52.17835,-9.234815,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=52.17835,-9.234815",https://twitter.com/desmonds_gaa,189,1289.3,265,https://www.oneills.com/media/catalog/category/Ballydesmond.png
Ireland,Ballydonoghue,,,52.485994,-9.520907,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=52.485994,-9.520907",https://twitter.com/ballydonoghue,41,1247.8,271,https://www.oneills.com/media/catalog/category/Ballydonoghue-GAA-ICON.png
Ireland,Ballyduff,,,52.451307,-9.66994,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=52.451307,-9.66994",https://twitter.com/ballyduffgaa1,42,1387.5,283,https://www.oneills.com/media/catalog/category/Ballyduff-Upper-GAA-ICON.png
Ireland,Ballyduff Lower,Tom Cheasty Park,,52.234568,-7.2991,Munster,Ireland,Waterford,Waterford,"https://maps.google.com/?daddr=52.234568,-7.2991",https://twitter.com/bdufflwr,55,1333.3,239,https://www.oneills.com/media/catalog/category/Ballyduff-Lower-GLC-Banner-Icon.png
Ireland,Ballyduff Upper,Ballyduff Community Field,,52.141407,-8.052022,Munster,Ireland,Waterford,Waterford,"https://maps.google.com/?daddr=52.141407,-8.052022",https://twitter.com/BallyduffUpper,28,1184.5,251,https://www.oneills.com/media/catalog/category/upperchurchdrombanegaa-01.png
Ireland,Ballyea,,,52.787129,-9.028792,Munster,Ireland,Clare,Clare,"https://maps.google.com/?daddr=52.787129,-9.028792",https://twitter.com/ballyea_club,14,1182,260,https://www.oneills.com/media/catalog/category/ballyea-gaa_1.png
Ireland,Ballyfermot De La Salle GAA,,,53.34348,-6.342198,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.34348,-6.342198",,33,927.5,245,https://www.oneills.com/media/catalog/category/DeLaSalle-Banner.png
Ireland,Ballyfin,Cappinrush,,53.05717,-7.406286,Leinster,Ireland,Laois,Laois,"https://maps.google.com/?daddr=53.05717,-7.406286",https://twitter.com/BallyfinGaa,112,965.5,256,https://www.oneills.com/media/catalog/category/ballyfingaa-77_1.png
Ireland,Ballyfore,,,53.307647,-7.136296,Leinster,Ireland,Offaly,Offaly,"https://maps.google.com/?daddr=53.307647,-7.136296",https://twitter.com/ballyforegaa,75,860.1,253,https://www.oneills.com/media/catalog/category/Ballyfore-GAA.png
Ireland,Ballygar Hurling ,,Hurling,53.52933,-8.3211,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.52933,-8.3211",https://twitter.com/ballygarhurling,62,972.8,262,https://www.oneills.com/media/catalog/category/Sean-Treacys-London-Hurling-Club.png
Ireland,Ballygarvan,PÃ¡irc Liam Mhic CÃ¡rthaigh,,51.824437,-8.456339,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.824437,-8.456339",https://twitter.com/ballygarvangaa,26,1336.6,234,https://www.oneills.com/media/catalog/category/BALLYGARVAN-ICON.png
Ireland,Ballygiblin,,,52.274232,-8.199596,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=52.274232,-8.199596",https://twitter.com/ballygiblingaa,113,1336.4,266,
Ireland,Ballygunner,James McGinn Park,,52.227044,-7.065754,Munster,Ireland,Waterford,Waterford,"https://maps.google.com/?daddr=52.227044,-7.065754",https://twitter.com/ballygunnerHc,50,1269.5,252,
Ireland,Ballyhaise GAA,Annalee Park,,54.046253,-7.314709,Ulster,Ireland,Cavan,Cavan,"https://maps.google.com/?daddr=54.046253,-7.314709",https://twitter.com/ballyhaisegaa,73,955.1167582,290,https://www.oneills.com/media/catalog/category/BALLYHAISE_-_icon.png
Ireland,Ballyhale Shamrocks,PÃ¡irc na SeamrÃ³g,,52.469664,-7.204296,Leinster,Ireland,Kilkenny,Kilkenny,"https://maps.google.com/?daddr=52.469664,-7.204296",https://twitter.com/ballyhalegaa,53,1086.8,244,https://www.oneills.com/media/catalog/category/BallyhaleIconBannerTemplate2021.png
Ireland,Ballyhaunis GAA,Ballyhaunis GAA Park,,53.763399,-8.792078,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.763399,-8.792078",https://twitter.com/ballyhaunisgaa,107,1230.1,280,https://www.oneills.com/media/catalog/category/ballyhaunis-gaa_1.png
Ireland,Ballyhea,,,52.32655,-8.6657,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=52.32655,-8.6657",https://twitter.com/ballyheagaa,107,1015.8,254,https://www.oneills.com/media/catalog/category/Ballyhea-Camogie-Club-ICON.png
Ireland,Ballyheigue,John Joe O'Sullivan Park,,52.386642,-9.831511,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=52.386642,-9.831511",https://twitter.com/ballyheiguegaa,4,1392.9,283,https://www.oneills.com/media/catalog/category/Ballyheigue-GAA.png
Ireland,Ballyhogue GAA,,,52.431664,-6.605711,Leinster,Ireland,Wexford,Wexford,"https://maps.google.com/?daddr=52.431664,-6.605711",https://twitter.com/ballyhogueclub,52,1141,235,https://www.oneills.com/media/catalog/category/Ballyhogue-Camogie-ClubIconBanner2024.png
Ireland,Ballyholland Harps,Fr. Lynch Park,,54.166128,-6.311919,Ulster,United Kingdom,Down,Down,"https://maps.google.com/?daddr=54.166128,-6.311919",https://twitter.com/harpsgac,82,980.9876374,287,https://www.oneills.com/media/catalog/category/madriharpsgaaIconBannerTemplate.png
Ireland,Ballyhooly,,,52.149244,-8.394689,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=52.149244,-8.394689",https://twitter.com/ballyhoolygaa,61,1154.6,250,https://www.oneills.com/media/catalog/category/BALLYHOOLY-ICON.png
Ireland,Ballykelly,,,53.156792,-7.05305,Leinster,Ireland,Kildare,Kildare,"https://maps.google.com/?daddr=53.156792,-7.05305",,67,906.3,256,https://www.oneills.com/media/catalog/category/BallykellyGFCIcon.png
Ireland,Ballykinlar GAA,Tadhg Barry Memorial Park,,54.257445,-5.790076,Ulster,United Kingdom,Down,Down,"https://maps.google.com/?daddr=54.257445,-5.790076",https://twitter.com/ballykinlargac,13,1235.585165,278,
Ireland,Ballylanders,,,52.370652,-8.351857,Munster,Ireland,Limerick,Limerick,"https://maps.google.com/?daddr=52.370652,-8.351857",https://twitter.com/gaaballylanders,143,1163.9,269,https://www.oneills.com/media/catalog/category/BALLYLANDERS-2-Icon-png.gif
Ireland,Ballylinan,Aughanure,,52.938777,-7.039226,Leinster,Ireland,Laois,Laois,"https://maps.google.com/?daddr=52.938777,-7.039226",,78,878.9,253,https://www.oneills.com/media/catalog/category/ballylinangaa-87_1.png
Ireland,Ballylongford,,,52.544152,-9.474968,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=52.544152,-9.474968",https://twitter.com/ballylongfordg,6,1269.2,277,https://www.oneills.com/media/catalog/category/O_Rahilly_s-Ballylongford-Icon-png.png
Ireland,Ballylooby/Castlegrace,,,52.315865,-8.001302,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.315865,-8.001302",https://twitter.com/ballyloobygaa,60,1039.4,248,
Ireland,Ballymacelligott,,,52.252347,-9.597974,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=52.252347,-9.597974",https://twitter.com/ballymac_gaa,30,1354.5,277,https://www.oneills.com/media/catalog/category/Ballymacelligott-GAA_2.png
Ireland,Ballymachugh GAA,PÃ¡irc ShÃ­leann,,53.835841,-7.353148,Ulster,Ireland,Cavan,Cavan,"https://maps.google.com/?daddr=53.835841,-7.353148",https://twitter.com/ballymachughgaa,69,955.918956,274,https://www.oneills.com/media/catalog/category/ballymachugh_1.png
Ireland,Ballymacnab Round Towers,PÃ¡irc na nGael,,54.289793,-6.632396,Ulster,United Kingdom,Armagh,Armagh,"https://maps.google.com/?daddr=54.289793,-6.632396",https://twitter.com/ballymacnab_gaa,134,911.1964286,282,https://www.oneills.com/media/catalog/category/Ballymacnab-GAC-Banner-Icon.png
Ireland,Ballymahon GAA,Leo Casey Park,Football,53.569432,-7.76097,Leinster,Ireland,Longford,Longford,"https://maps.google.com/?daddr=53.569432,-7.76097",https://twitter.com/ballymahon1889,46,932,266,https://www.oneills.com/media/catalog/category/ballymahon-gaa_1.png
Ireland,Ballymanus GAA,,,52.871361,-6.4103,Leinster,Ireland,Wicklow,Wicklow,"https://maps.google.com/?daddr=52.871361,-6.4103",https://twitter.com/ballymanusgaa,209,1268.2,280,https://www.oneills.com/media/catalog/category/Ballymanus-GAA-Banner-Icon.png
Ireland,Ballymartin GAA Club,St. Joseph's Park,,54.073515,-5.961816,Ulster,United Kingdom,Down,Down,"https://maps.google.com/?daddr=54.073515,-5.961816",https://twitter.com/ballymartingac,19,1155.666209,279,https://www.oneills.com/media/catalog/category/Scariff-GAA-Club-Banner-Icon.png
Ireland,Ballymartle,,,51.774033,-8.490875,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.774033,-8.490875",https://twitter.com/ballymartlegaa,55,1319.7,244,https://www.oneills.com/media/catalog/category/ballymartle.png
Ireland,Ballymore,Ballybrien,Football,53.77169,-7.537271,Leinster,Ireland,Longford,Longford,"https://maps.google.com/?daddr=53.77169,-7.537271",https://twitter.com/gaaballymore,85,997.4,269,https://www.oneills.com/media/catalog/category/Ballymore-Eustace-GAA-Banner-Icon.png
Ireland,Ballymore,,,53.499917,-7.66169,Leinster,Ireland,Westmeath,Westmeath,"https://maps.google.com/?daddr=53.499917,-7.66169",,77,961.1,272,https://www.oneills.com/media/catalog/category/Ballymore-Eustace-GAA-Banner-Icon.png
Ireland,Ballymore Eustace,,,53.129974,-6.587142,Leinster,Ireland,Kildare,Kildare,"https://maps.google.com/?daddr=53.129974,-6.587142",https://twitter.com/bme_gaa,183,1034.7,268,https://www.oneills.com/media/catalog/category/Ballymore-icon1.png
Ireland,Ballymote GAA,Brother Walfrid/Corran Park,,54.095545,-8.519518,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.095545,-8.519518",https://twitter.com/gaaballymote,68,1187.5,279,https://www.oneills.com/media/catalog/category/ballymote-icon.png
Ireland,Ballymun Kickhams,,,53.417334,-6.262884,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.417334,-6.262884",https://twitter.com/ballymungaa,63,817.4,238,https://www.oneills.com/media/catalog/category/ardoynekickhams-93_1.png
Ireland,Ballynacargy,Moynihan Park,,53.581584,-7.522495,Leinster,Ireland,Westmeath,Westmeath,"https://maps.google.com/?daddr=53.581584,-7.522495",https://twitter.com/ballynacargygaa,70,971.2,268,https://www.oneills.com/media/catalog/category/Ballynacargy-GAA-ICON.png
Ireland,Ballyphephane,,,51.878824,-8.475862,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.878824,-8.475862",,15,1277.3,237,
Ireland,Ballypickas,Cobbler's Hill,,52.91321,-7.294574,Leinster,Ireland,Laois,Laois,"https://maps.google.com/?daddr=52.91321,-7.294574",https://twitter.com/ballypickasgaa,177,875.4,257,
Ireland,Ballyporeen/Skeheenarinky Juvenile,Ballyporeen/Skeheenarinky GAA Club,,52.34894,-7.419763,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.34894,-7.419763",https://twitter.com/ballyporeengaa,6,1261.5,246,https://www.oneills.com/media/catalog/category/St-Mary_s-Juvenile-GAA-ICON.png
Ireland,Ballyroan Abbey,,,52.943535,-7.293942,Leinster,Ireland,Laois,Laois,"https://maps.google.com/?daddr=52.943535,-7.293942",,137,860.6,253,https://www.oneills.com/media/catalog/category/Abbeyknockmoy-Hurling-Club-ICON.png
Ireland,Ballysaggart,The Scrloim,,52.183902,-7.991842,Munster,Ireland,Waterford,Waterford,"https://maps.google.com/?daddr=52.183902,-7.991842",https://twitter.com/ballysaggartgaa,216,1259.3,264,https://www.oneills.com/media/catalog/category/Ballysaggart-GAA.png
Ireland,Ballyskenagh,,,52.95938,-7.84176,Leinster,Ireland,Offaly,Offaly,"https://maps.google.com/?daddr=52.95938,-7.84176",https://twitter.com/skenaghvillagaa,71,1010.7,264,https://www.oneills.com/media/catalog/category/BALLYSKENAGH_KILLAVILLA_GAA.png
Ireland,Ballysteen,,,52.64672,-8.937945,Munster,Ireland,Limerick,Limerick,"https://maps.google.com/?daddr=52.64672,-8.937945",https://twitter.com/ballysteengaa,25,1067,254,https://www.oneills.com/media/catalog/category/BALLYSTEEN.png
Ireland,Ballyteague,,,53.266,-6.865816,Leinster,Ireland,Kildare,Kildare,"https://maps.google.com/?daddr=53.266,-6.865816",https://twitter.com/ballyteaguegfc,80,875.1,258,
Ireland,Ballyvary Hurling,Ballyvary,Hurling,53.88897,-9.16028,Connacht,Ireland,Mayo,Mayo,"https://maps.google.com/?daddr=53.88897,-9.16028",https://twitter.com/ballyvaryhc,39,1291.3,275,https://www.oneills.com/media/catalog/category/Setanta-Hurling-Club-ICON.png
Ireland,Ballyvaughan-Fanore,,,53.113502,-9.154916,Munster,Ireland,Clare,Clare,"https://maps.google.com/?daddr=53.113502,-9.154916",,11,1357.1,281,
USA,Baltimore Bohemians,Herring Run Park,,39.330894,-76.57663393,Mid-Atlantic Division,United States,Maryland,Mid-Atlantic Division,"https://maps.google.com/?daddr=39.330894, -76.57663393",,36,1146.884298,168,
